name,comment,label_gus,label_le,label_ren,label_lif,label_sum
kadek_widyana,Donal B,Netral,Netral,,,Netral
eka_anjani97,Masih kalah jauh,Netral,Netral,,,Netral
yudikatharinasibarani,"Trump masih punya peluang ,kegilaannya diera jaman nya masih dibutuhkan utk membuktikan kelihaian dia memimpin ,dunia masih dipihak dia",Negatif,Negatif,,,Negatif
dewan_joker,Mirip statement para kadrun yg ga terima kekalahan dan katanya jg ada kecurangan..,Netral,Netral,,,Netral
pahid212,Panik trump takut jeroan busuk e keliatan,Netral,Netral,,,Netral
ladies_experttangsel,👏,Positif,Positif,,,Positif
layukjoni,Selamat yaa..semoga bisa membawa Perubahan dan Perdamaian Dunia😉🙏👍💪💪😎,Positif,Positif,,,Positif
yasirulhaq06,Trump merasa si curangi Biden dan meminta pendukungnya untuk berdemo. Lalu Trump di angkat joe Biden menjadi mentri pertahanan untuk menjaga pemilu anaknya di solo. Yassalam,Netral,Netral,,,Netral
dimasyahptra,Akhirnya yang menang globalis .. Trump yang konservatif Kristen pun kalah ... Finally bangsa nabi Daud Will lead this world dengan one government letssssgooooooo BIDDDEN,Positif,Positif,,,Positif
liealexan,Pilpres amerika rasa indonesia...🤣🤣🤣,Netral,Netral,,,Netral
amry__________,Semoga bisa mnjadi presiden yg dket dgn warga muslimnya Aaamiin,Positif,Positif,,,Positif
smkh09_,"Orang Amerika, dikasih presiden yang kebijakan ekonominya pengen merdeka gak mau dikontrol orang yang terlalu kaya lagi. Eh malah milih orang yang cuman bisa ngasih janji janji omong kosong ""pro LGBT"", ""humanity"" dll. Siap siap Amerika sayang, negaranya jadi lahan dagang China, imigran semakin banyak sementara warga negara semakin terhimpit. Gak ada kedaulatan buat Amerika.",Negatif,Negatif,,,Negatif
grosiran.daster.murah.semarang,Sudahkah anda berdaster hari ini?,Netral,Netral,,,Netral
dewantara_krisna,Dia terpilih kok aku yg seneng ya. Haha,Positif,Positif,,,Positif
vey81,kaya nya mirip mirip ala ala 2019 kmren ya🤭😁,Netral,Netral,,,Netral
adiwie_autotrade_gold_4.0,di belakang nya elit global 🤦🏻‍♂️,Negatif,Negatif,,,Negatif
titippedia,👍👍👍😍😍,Positif,Positif,,,Positif
nonname_35,Trump balik jd boss MU aja hehehe,Netral,Netral,,,Netral
made.arini.376,Kalah pilpres&tdk puas..nuduh ada kecurangan koq bs nular ke negara se digjaya AS😂,Netral,Netral,,,Netral
stipaysatanifer,Mungkin trump telah ingkar janji dengan para penguasa 🤭 atau trump kurang antagonis makanya tidak terpilih? 🙈,Netral,Netral,,,Netral
frans.sinyo5650,Wajar kalo yg kalah itu protest dan bilang yg menang itu curang,Netral,Netral,,,Netral
puspi_jacobson,"Biden is not POTUS! It’s just the Media Projection, it’s not Officially. Until there’s a declaration from FEC, the race is still ON. Media should give the Right Information not just their Projection in this sensitive time. People should watch Newsmax instead of Democrats News.",Positif,Positif,,,Positif
seaweedstuckinurteeth,Hi,Netral,Netral,,,Netral
febry.ls,@indahwindariln jangan julid smaa trump kak😂,Netral,Netral,,,Netral
rzlanas,De javu ya????,Netral,Netral,,,Netral
mariulfaa,Ihhhh si DONALD ngambeek,Netral,Netral,,,Netral
ummihjenok,klo kalah pasti bilang nya curang.ga di indonesia ga di amerika sama bae.,Netral,Netral,,,Netral
stipaysatanifer,Mungkin trump telah ingkar janji dengan para penguasa 🤭 atau trump kurang antagonis makanya tidak terpilih? 🙈,Netral,Netral,,,Netral
abdrmfd,Menunggu kartun the simpson versi biden 😃,Netral,Netral,,,Netral
supriyadi2923,Biasa kalau kalah ngomong kecurangan lawan.. 😢,Netral,Netral,,,Netral
iqbalmasrildjanaik,Semoga takdir aamiin,Positif,Positif,,,Positif
aiueoiaiueo,"Tersesat oh tersesat , astagfirulloh , bib mau nanya , terima kasih",Netral,Netral,,,Netral
susari_03,.bukan orang barat apalagi amerika .. Aku orang jawa tapi kabar ini membuatku senang hehehe 😂,Positif,Positif,,,Positif
monsterauniverse,Predator! Reptil!,Negatif,Negatif,,,Negatif
alfyasidi,@hendrikiswara wkwkw videooo apo nian kak sampe telewat pilpres AS🤣🤣,Netral,Netral,,,Netral
shandayanikarto,Takdir baik telah tertulis,Positif,Positif,,,Positif
ariyan_agoy,212 jilid 3😫,Netral,Netral,,,Netral
sesepuhskincha,❤️,Positif,Positif,,,Positif
thegreatshader,Ntar ada demo pake angka angka cantik ga ya atau bikin 212 20 versi amtimm,Netral,Netral,,,Netral
aries_real37,"Biden muda nya ganteng,sampai tua jg tetap kliatan cakep. Gk gendut.😂🤭 Ngerih jg ya smnorg kurus,diem2 makan dlm. Jgn sepele sm org kurus...lambat selangkah z kenak susul.yg nduut mah..tinggal...",Positif,Positif,,,Positif
shandayanikarto,👍👍,Positif,Positif,,,Positif
skincareharianhalal,"Selamat untuk Joe Biden,semoga amanah dengan tugas dan yang dijanjikan...",Positif,Positif,,,Positif
herdiantoyudi88,Bedanya dsna pthana kalah..saking jujurnya.,Netral,Netral,,,Netral
bahagiataksedih,👏,Positif,Positif,,,Positif
ayusriayu701,"Wajahna mirip2 trump ,,jgn smp kelakuanny Mirip",Netral,Netral,,,Netral
anggi_sdharma,"klo sdh kalah, biar aja.. ga usah gugat lg. tawarin menteri aja kaya yg kmren. pas jd mnteri diem 😅",Netral,Netral,,,Netral
genidipo,29th udah jadi anggota senat..cool,Positif,Positif,,,Positif
anton_dua_enam,👏 manteppp 👍🏻 pak Biden,Positif,Positif,,,Positif
hibbawaffie124,❤️,Positif,Positif,,,Positif
thegreatshader,"Nobody perfect we couldnt judge something only based on the result but also from the purpose the idea the reason behind but unfortunately only him and god knows the ""things""",Positif,Positif,,,Positif
xtfnwjy__,Kartu prakerja nya jangan lupa ya,Netral,Netral,,,Netral
dhuarrr.ahmad,Mau lapor tapi gk ada bukti 😂😂,Netral,Netral,,,Netral
vonny_costavina,Kamala Harris dibalik kemenangan Joe Biden. Karena perempuan Amerika keturunan Afrika-India itu,Positif,Positif,,,Positif
mie_kingkong,"You should try Mie Ayam Yamin Gorilla ( Signature ) from Bakmi Ayam Yamin King Kong, Cipondoh on GoFood. https://gofood.link/a/xyUtef5",Netral,Netral,,,Netral
kusuma_46_33,Menunggu janji untuk warga muslim Amerika,Positif,Positif,,,Positif
deartie_sn,👍👍,Positif,Positif,,,Positif
mardaaja12,👏👏,Positif,Positif,,,Positif
jumrani74,🙌👏🙌,Positif,Positif,,,Positif
ajomulawarman,@ikqbal.sikumbang 👏,Netral,Netral,,,Netral
dofreedo,Donal trump adalah wowo 🤣🤣🤣,Netral,Netral,,,Netral
khrzki.03,@tvonenews,Netral,Netral,,,Netral
millenial_politik.id,Indonesia kapan woii🤣🤣 jangan korupsi terus @jokowi bnyk hutang negara,Netral,Netral,,,Netral
johnguna17,"Daripd yg rasis & tukang bikin ribut dimana2, mending jauh yg ini lah.. Biden terkenal baik & rukun dgn gol black ppl disana",Positif,Positif,,,Positif
nevinchristian_,Biden for president ;-;,Positif,Positif,,,Positif
adhih132,MAK JLEP .....MASUK! Brooo,Netral,Netral,,,Netral
ruslibaru,Congratulations 👍😊,Positif,Positif,,,Positif
andrewlioo,@najwashihab Tetap kawal 3-0 🤣🤣🤣,Netral,Netral,,,Netral
umii.zaza,liat ig @teluuur_ biar jelas gaes,Netral,Netral,,,Netral
sontana79,Kita tunggu apakah trump mau menjadi Menhan 😊,Netral,Netral,,,Netral
roby2702,"Ga di Indonesia, ga di US, yg kalah pasti bilang curang.. 🤣 kira2 nnti trump jdi menham ga ya? 🤔",Netral,Netral,,,Netral
bahonk_putra,Yang jaga TPS berapa orang yang meninggal?,Netral,Netral,,,Netral
vidiadia,😭,Netral,Netral,,,Netral
johana_w_oen_s,"not new news anymore! every game if you lose it is always said to be cheating. this is old news. losers do not accept things that are used to it. anywhere. So if you see facts like this, forget about it, you don't need to worry about being wise, one of them is out of the millions of people. whatever in this world is impermanent. So let's turn all the oddities into wealth to think and generate ideas that are necessary to address certain situations. Blessing America. Congratulations new President, Do it and do it as a leader for your people to be prosperous. Thank your people You are the leader of your people's labors, President. You are also the best among existing American presidents.",Positif,Positif,,,Positif
fhandi_goemantias84,"yang pasti... harapan umat muslim dunia, semoga muslim dan muslimah di negara Amerika serita akan mendapatkan perlakuan sebagai mana seorang muslim dan muslimah...Aamiin",Positif,Positif,,,Positif
elephant.six,"Ada yg sama ga sih,kalau saya kok lebih suka sama Donald Trump daripada Biden,😂",Negatif,Negatif,,,Negatif
dhikasetiawansatria,"Bidin udah mulai aktif ya bund , ww3 di depan mata ya bund , awal kehancuran , dunia baru katanya ini mah , katanya , jangan di debat lah ampun 🤣🤣🤣🤣🤣",Negatif,Negatif,,,Negatif
arie.prayoga.7,Dimana2 juga yang kalah pasti berkritik,Netral,Netral,,,Netral
renggaysantoso,Ayo mr Joe Biden rangkul lagi Umat Muslim agar semakin teduh👏,Positif,Positif,,,Positif
juifa.inti,@izzasuffa 😄 yossh,Netral,Netral,,,Netral
wardhanezen,"😂😂😂 ogak dipilih nesu ky asu,purik ky kirik, gondok ky kodok",Netral,Netral,,,Netral
ponkyhermindo,Trump harus banyak belajar banyak dari team sukses dari PDi😆😆😆,Netral,Netral,,,Netral
lestari_jakiman,Setelah ini akan ada bayi “ mati hasil dari dilegalkannya kembali aborsi setelah pemerintahan Trump melarang aborsi,Negatif,Negatif,,,Negatif
suaivi_soe,@susisipit wkwkwk kali aje mbak @najwashihab ntar order😂,Netral,Netral,,,Netral
cutsyafirakheir,Eh di umumin nya tengah malem gak???,Netral,Netral,,,Netral
aku_hanya_manusia_biasa1,#KecuranganPilpresDiNegaraKita,Netral,Netral,,,Netral
fashion_syantique,Yeey .. trump u are going down 😍😍,Positif,Positif,,,Positif
yanuri03,Sama jokowi bagusan mana?,Netral,Netral,,,Netral
elsaaamli,Kalo di AS ngitung sama ngumumin suara nya malem malem gak si?,Netral,Netral,,,Netral
subhan0205,Mirip karakter yg main di G.I Joe ya,Netral,Netral,,,Netral
yogiebianconeri,"Kalo di Amerika saya yakin kotak suara nya bukan dari kardus, kalo di negara antah berantah emang betul pake kardus, jadi wajarlah kalo ada kecurangan !",Netral,Netral,,,Netral
dinata.oki,Donal trump bakal jadi mentri menhan kah 😂,Netral,Netral,,,Netral
rifqiadriannnn,Mau jadi apa Yahudi tanpa Trump,Netral,Netral,,,Netral
satrioputra.h,@muttakil_bilkarim ngukuk,Netral,Netral,,,Netral
cerita_jalan_dan_event,👍,Positif,Positif,,,Positif
febriansyah_bdl91,Presiden Terpilihnya Mirip Captain Amerika versi Matengnya ya Mba 😀,Netral,Netral,,,Netral
_adslh,Menang direstuin elite global. New world order is coming!!!!!,Negatif,Negatif,,,Negatif
lareinadefiane_y,@geendiiz @_razzani_ @erikaintn_,Netral,Netral,,,Netral
ade_saputra18,Padahal Trump bisa dikasih jabatan menteri pertahanan nanti🤔,Netral,Netral,,,Netral
dwipuriss_,@swadiniwp,Netral,Netral,,,Netral
anak_sin9k0n9,Podo ae ujung2nya pro Yahudi,Negatif,Negatif,,,Negatif
wahyucakra_,Oke,Netral,Netral,,,Netral
rizky_karwur,Ko belajar dr Indonesia,Netral,Netral,,,Netral
tanianrarynti,@desra_ap,Netral,Netral,,,Netral
fazri_ahmad_rizal,"Slmt pak joe Biden,smoga umat Islam di amerika aman",Positif,Positif,,,Positif
viciokta26,@fertatiara Hehh otak kau dimana nakk🤣🤣🤣,Netral,Netral,,,Netral
saputrowildan,"tenang, ntar anda jadi menhan saja trump.. 👌🙊😂😂",Netral,Netral,,,Netral
manikxshanzou_,Kaya kenal tuh kalimat,Netral,Netral,,,Netral
jemmyresimaran,😍😍😍😍👍,Positif,Positif,,,Positif
dharasgar,Yg jelas smga dunia bisa lbh aman.,Positif,Positif,,,Positif
manja_kemalang,"Kalo kalah selalu bilang ada kecurangan,yg kemarin pas menang diem diem bae 😂😂",Netral,Netral,,,Netral
mhranii96_,"@zoelhelmiofc mungkin indonesia kembali merdeka, sekarang sering memperingati hari kemerdekaan. Tapi sayang rakyatnya gk merdeka karena kita akan berhadapan dengan jeruji apabila melawan ketidaadilan. Kita hanya diperbolehkan angguk angguk gak boleng geleng-geleng",Netral,Netral,,,Netral
zainnurii,Lha iya jainal abidin jadi presiden amerika,Netral,Netral,,,Netral
hata_sugiarto90,"Sya yakin Trump yg plin-plan tdk mau mnyerang negara2 musuh Amerika dgn kekuatan milliter besar, krna Trump hnya besar kepala dan bnyk kpntinganya di negara2 sprti china mngenai bisnis dll. Beda dgn Joe Biden, psti ia tak sungkan utk mlakukan agresi militer ke negara yg brlwanan dgn Amerika scra terbuka @najwashihab",Negatif,Negatif,,,Negatif
pweliss,tetep #howie2020 🥺💚,Netral,Netral,,,Netral
dwidmahmuds,"Kedepanya dunia Siap2 perang,kayaknya dunia bakal rusuh lagi nih",Negatif,Negatif,,,Negatif
br4in_r,👍,Positif,Positif,,,Positif
ycahya46,@siti_anisahtjg masalah kiamat biarlah rahasia allah,Netral,Netral,,,Netral
gunfah,woy klh ya klh ga bisa di ganggu gugat tuh!!!curang dari mn nya ya?yg pilih biden itu lbh byk....dari pd you!!!!,Positif,Positif,,,Positif
khairizanse,Jangan2 konsultan politik Trump dari Indonesia...😊😊😊,Netral,Netral,,,Netral
gilrams_,https://www.instagram.com/tv/CHULemeBv1R/?igshid=1pdr43bc10bnu,Netral,Netral,,,Netral
assalma._,"77 tahun keliatan masih muda ya, kukira baru 40-50 an 😭",Positif,Positif,,,Positif
hrsktr_17,Yg penting jangn Donald Trump lagi !,Positif,Positif,,,Positif
double.ra_07,@sugiandika19 Indonesia bang😂,Netral,Netral,,,Netral
albertus_andrianto_wibowo,Waduh,Netral,Netral,,,Netral
ahmad_k_muamin,"@brucelee__05 kalau buta huruf saya ga bisa ngetik, koq anda baper..wkwkwwk",Netral,Netral,,,Netral
ahmad_k_muamin,@adityobaharmoko wkwkwwkwk jadi ingt di salah 1 negara😂😂,Netral,Netral,,,Netral
zoelhelmiofc,@mhranii96_ wkwkwk itu jg impianku 😂😂😂 bakalan maju pesat lah kalau Obama jadi presiden kita,Netral,Netral,,,Netral
ro.ss6545,❤️,Positif,Positif,,,Positif
ariomono,Trump mau nggak jadi menteri?,Netral,Netral,,,Netral
mhranii96_,@zoelhelmiofc entah kenapa pengen obama jadi presidenku🤗,Netral,Netral,,,Netral
shintadvvh,Org yg pecundang adalah org yg tidak bs menerima kekalahan :)),Netral,Netral,,,Netral
fyrumboirusi,Sukses👍👍👍,Positif,Positif,,,Positif
sekutus28,Persetan dengan politik,Negatif,Negatif,,,Negatif
_gienchagien97,Semoga pa Biden ngedukung Islam 😬,Positif,Positif,,,Positif
desna_sari20,"@erikealdr hemmm:"")",Netral,Netral,,,Netral
ratuu26_,Udh kek pemilu Indonesia ya 😂 ada yg menuntut,Netral,Netral,,,Netral
gdwii88,Ending nya pak Donald Trump bakal jadi Menhan kok🤣,Netral,Netral,,,Netral
julianahose,"@yuricayang @chinrev90 @sannijingga fyi, latar belakang biden 😉",Netral,Netral,,,Netral
kang_din2,Petahana bisa kalah itu luar biasa 👏👏👏,Positif,Positif,,,Positif
hello.im_nonik,Gk kalah sihh mungkin s Trumpolin ditempatin jadi apa gtu mbak,Netral,Netral,,,Netral
rendichiaa,"Milih biden krna tdak suka dg trum, smoga aj amanah",Positif,Positif,,,Positif
ramadanta_sinulingga01,mantap 🤭,Positif,Positif,,,Positif
dulraheem,selamat pagi para pendosa.. luar negri sibuk ngurusin Teknologi. kita masih sibuk mikirin Bansos ama Corona 😅,Netral,Netral,,,Netral
ryanmaulanar,"Nonton video ini jadi tau sosok history Biden itu siapa, jadi gak kosong ilmu ku, makasih mba nana @najwashihab",Positif,Positif,,,Positif
surymc2018,"Trump terlalu sombong and underestimate, dia blg curang krn dia begitu saat standing dgn Hillary Clinton. Terlalu Ambisy Dan rakus jd trimalah kenyataan . Congratulations Joe 👍",Positif,Positif,,,Positif
andifirmnsyah,@edychandra00 hallo om😂,Netral,Netral,,,Netral
haykalalyamubarak,"Ternyata sama Ama indo dong, ditetapkan pas dini hari🤣",Netral,Netral,,,Netral
ritilian,Sdh Jo kalau sdh kalah,Netral,Netral,,,Netral
qoiyaa,Kok kasusnya kek kenal yaa🤣,Netral,Netral,,,Netral
witalestariahmad,"Yg kalah gak terima. Kayak di negara mana gituh, de javu.",Netral,Netral,,,Netral
windya.julianti,@novianfendys link nya dong please🙏🏻. Penasaran🤔,Netral,Netral,,,Netral
boingnort,Semoga huawei bisa kerjasama dengan google lagi. . 😁😁,Positif,Positif,,,Positif
azharryzernagoleader,Nanti presiden trump bakal jd mentri pertahanan As wkwkwkwk 😁 @deri_a.susanto,Netral,Netral,,,Netral
syahrivana,@andiyanlutfi 🤣🤣🤣🤣🤣mulai,Netral,Netral,,,Netral
edychandra00,@andifirmnsyah bakek,Netral,Netral,,,Netral
huluelianus,"Pak Terawan diundang oleh WHO, sedangkan Pak Joe Biden memenangkan hati masyarakat Amerika. God Bless Pak Terawan dan Pak Joe Biden. Amin",Positif,Positif,,,Positif
olahdata_jsat,Jasa Olah Datanya Kak 😁,Netral,Netral,,,Netral
sinbthorn,Gue naruh footage yaa.. permisi akang teteh numpang promosi tapi gatau jualan apa,Netral,Netral,,,Netral
datuknisme,Amerika tetaplah Amerika hahahaa,Netral,Netral,,,Netral
vanijenever,"@sbuck.caramel nat, aku mlah ngakak bacain komen2nya wkwkwkww",Netral,Netral,,,Netral
luthvi_aja,@arifyowis seng uwes yo wes mas😁,Netral,Netral,,,Netral
yonsoetiono,❤️,Positif,Positif,,,Positif
fertatiara,@viciokta26 jan laiiii. amak den se umua 51 lah didik🤣,Netral,Netral,,,Netral
yayuk2040,Pokok e gak trump,Positif,Positif,,,Positif
kikidoanc,"@adamhastara Kebalik, yang sujud syukur itu Biden, tapi emang beneran menang, hahaha",Positif,Positif,,,Positif
arvanhermanto,Ya di ulang ..pemilihan.. surat suara pakai shift..ya..subuh subuh di hitung..🕵️🕵️🤔🙄,Netral,Netral,,,Netral
ijonk_a3,😂,Netral,Netral,,,Netral
brutusandbabe_dads,Stop your bullshit!!! They found voter frauds in every swing state. Media doesn’t declare one’s presidency!!! Law suits are on the way to supreme courts!!!,Negatif,Negatif,,,Negatif
bambang.sbrtcebol,Nama nya pemilihan itu ya harus terima kalah atau menang..,Netral,Netral,,,Netral
cukup_tahutuna,"KPU nya coba pinjam dari thaai land, pasti trump menang..😂",Netral,Netral,,,Netral
ken.bagu,Lawan arogansi,Netral,Netral,,,Netral
felikkw,@novianfendys asu 🤣,Netral,Netral,,,Netral
jhod.k,Ada nih temennya di indo. Kalah gak terima wkwkwkwk,Netral,Netral,,,Netral
irfanarrafi_,@aiinuuuuuun nah,Netral,Netral,,,Netral
irfanarrafi_,@pu.t.ra_ 💯,Netral,Netral,,,Netral
holyween,@vandiepradana 😂😂😂,Netral,Netral,,,Netral
mei_ranti,"Dear Najwa Sihab, apakah Najwa dan teman2 yg lain yg tinggal di luar US tahu kalau di US itu ada 2 partai, Democrat & Republican. Dan Biden itu adalah kandidat dari partai Democrat. Bagi siapapun yg bergembira ria dan mendukung Biden, apakah kalian tahu nasib negara2 bagian yg dipimpin oleh pemimpin dr partai Democrat? Katakanlah California, Washington, etc... 2 negara bagian ini dipimpin oleh pemimpin dari Democrat. Bagaimana nasib 2 states tersebut? Kalau saja Najwa dan teman2 yg lain yg tidak tinggal di US... mau melakukan research dan tidak menelan mentah2 apa yg disiarkan oleh media yg super2 korup... kalian pasti akan menjadi lebih.... ""melek mata"".👍",Negatif,Negatif,,,Negatif
elmangku_anom,Terlalu jauh unt dikatakan curang 290 - 215,Netral,Netral,,,Netral
nazilatul.rohmah,"Mr. Trump, jgn nangis yah.. Klau ini emg udah brdasarkan quickcount (versi Indonesia) berarti hrs Terima, siapa thu biar gak jd presiden lgi bisa jd mentri",Netral,Netral,,,Netral
krishnaawatari,"Trump gak ditawarin jadi Mensos aja, biar damai gak buat onar🤣😂. Kontent keren made in USA",Netral,Netral,,,Netral
sifaimuet,@marcell_underground Oalah gitu ya,Netral,Netral,,,Netral
forceclose.pr,Trump jadi menhan,Netral,Netral,,,Netral
sanjaya.sugiharto.73,Hahaha teryata dinegara super power dan yg terdemokrasi kok ada pecundangnya juga. Sama2 ya.,Netral,Netral,,,Netral
andrishn,Walah... coba kasih mentri pertahanan kepada Trump..,Netral,Netral,,,Netral
almarufi15,Haha... Ia pasti beda menang tuh trump d yg one mah!,Netral,Netral,,,Netral
almarufi15,"Mirip2 dimana gitu yah kata2nya!?? Sama pula mendeklarasikan kemenangan terlebih dahulu padahal perhitungan nya kalah!?? Dan juga setelah nya datang ke MK, kalah pula!? Mirip2 dimana gitu yah!??",Netral,Netral,,,Netral
syaidhazzahroh,"Panjang umur orang orang baik, dan semoga Tuhan selalu melindungimu. Aamiin 🙏🏻😊",Positif,Positif,,,Positif
rhedyredot,@rizkyramadhan01199 link,Netral,Netral,,,Netral
pius.manalu,@morinmorissa apany,Netral,Netral,,,Netral
vo.talent,"At a time like this is not the momentum of jasmine blossoms, hearts of broken glass not fertilizer",Netral,Netral,,,Netral
ujangjejen,Piraku PETAHANA dicurangan.,Netral,Netral,,,Netral
icecreamxyogurt,Joe Biden dulunya ganteng ternyata 😂,Positif,Positif,,,Positif
viciokta26,Umuanyo 78 . Lai ndk ka didik bagai beko lo tu eh? @fertatiara,Netral,Netral,,,Netral
agustiar_y,"Sama kayak di negara kita ya cin,,, yg kalah pasti teriak curang😁",Netral,Netral,,,Netral
uncleinoel,Kita tidak ingin Mereka Menghitung suara waktu dini hari..ok. 😂 @jokowi.amin @kpu_ri @megawatisoekarnoputri_ ..itu pesan dari Kakek Trump👍😂,Netral,Netral,,,Netral
fid_9521,Bersiaplah menghadapi armageddon. 😊,Netral,Netral,,,Netral
balprtma_,Up,Netral,Netral,,,Netral
fadhil.aw,Semoga yg kalah ga demo berjilid jilid ya wkwk,Netral,Netral,,,Netral
simon_sayfud,Udah pada Norton prediksi kartun Simpson belum.. rasanya RRrrrrrrrrrrrrrrr banget,Netral,Netral,,,Netral
rudifatovani,Kurangnya ..dapat telephone dr mekah,Netral,Netral,,,Netral
shandy_isnt,Mudah2an selesai juga covid nya..,Netral,Netral,,,Netral
alfin_yeu,"Cik persis Prabowo , si Trump nih 😂",Netral,Netral,,,Netral
dr_john_whatson,Nantai trum diangkat jadi mentri ga yah?,Netral,Netral,,,Netral
_jkoratkaret,semoga joe Biden tidak ikut menciptakan UU OMNIBUS LAW,Positif,Positif,,,Positif
gin_gandara,Ini KPUnya pasti ngumuminya tengah malam....,Netral,Netral,,,Netral
aswinberau65,Amin...😊😊😊😊,Positif,Positif,,,Positif
nico_perdana_ap,Ciap pleciden 😂😂😂😂😂,Netral,Netral,,,Netral
nico_perdana_ap,Yang bilang curang biasanya dia sendiri yang curang.ahh kok mirip bgt ya dengan pemilu di negara q tercinta 🤭 dia yg bilang curang tapi dia sendiri yang curang,Netral,Netral,,,Netral
iqbaln.muhammad94,Perang dagang melawan china donald trump lebih asyik. Daripada nanti perang bombardir benera di era biden yg bisa menewaskan sipil. Bidenpernah berpidato ada di YT akan melakukan sesuatu terhadap Erdogan Turki. Ngrriiitakut kaya irak habisss,Negatif,Negatif,,,Negatif
chandramarpaung,Like trump like menteri pertahanan.. 😅😅,Netral,Netral,,,Netral
carissajanekyo,@iwanaiawan6897 ya berpengaruh lah buat warga indonesia yg illegals disana..👆🏻kan byk yg ilegals pdhl negara indonesia bukan Kategori negara miskin🙄,Netral,Netral,,,Netral
rahmahanindasari,hiiii serem...pokoknya mah klo soal US serem gitu aja...,Negatif,Negatif,,,Negatif
mandykupret,"Fuck Biden-Harris! All of you who voted for Biden better own it for the next four years ,I don’t want to hear you complain about your taxes going up or gas prices doubling.don’t complain when your health insurance cost go up even further than they already are. Don’t complain when you bring home less on your paycheck because you are being penalized for climate justice.don’t complain when you lose your job because 11millions illegal immigrants suddenly become legal and your employer decides to hire someone at a lower wage.don’t complain when your job is just out right eliminated because the minimum wage is too high and your employer can no longer afford to stay open or even pay you. don’t complain when your stocks and 401k take a hit ,don’t complain when the educAtional system goes down You vote for your feelings and you will soon learn this under Biden /Harris administration .Just own it!",Negatif,Negatif,,,Negatif
rahmad4w,"Masih inget postingannya pak Trump di IG, ""Biden For Resident"" Haha wkwk",Netral,Netral,,,Netral
tia_szewczyk,"Its not official yet is projected , so i am surprised najwa as reputable news anchor you dont do your own research please look maxnews :) not cnn, nsbc and fox 😉 we shall see but if biden win i hope he keeps his promises 😊",Positif,Positif,,,Positif
syaya0802,❤️❤️❤️,Positif,Positif,,,Positif
saviaaaa_sabilaaa,kecurangan ??? kayak siapa yak yang bilang ? 🤣,Netral,Netral,,,Netral
rahmad4w,Jadi Menteri Ekonomi aja buat bapak Trump.,Netral,Netral,,,Netral
ell.iza.7737,Pindah negara lag si trum. Kn gitu katanya klo kalah mau pindah😊😊😊,Netral,Netral,,,Netral
liliik_apriani,Rdsmn����😢😢😢😢👏👏👏👏😮😮😮🙌🙌🙌😍😍😍😍😂😂,Netral,Netral,,,Netral
liliik_apriani,😢👏😮🙌😍😂👏👏👏🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥🔥,Netral,Netral,,,Netral
febryordinary,Ehh berarti presidennya bukan Trump ya?,Netral,Netral,,,Netral
ayanktikaa,@trionosoleh 😂😂😂😂 edaann,Netral,Netral,,,Netral
mahendrawijaya764,"Wah, perang lagi nih,",Negatif,Negatif,,,Negatif
srierahayu145,Cuma mau bilang...hahahaha rasain Trump kalah...seneng banget hati ini😁😁 udah itu pasti serangan jantung🤣🤣,Positif,Positif,,,Positif
fakhry_juliansyah,"@teluuur , yakin dengan biden?gak salah kalian?lihat ini dehh",Negatif,Negatif,,,Negatif
ahmadmelawi,Apa mungkin yg merancang skenario pemenangan pemilu di Indonesia dan di Amerika orang yg sama?,Netral,Netral,,,Netral
ridwanl1,Analisisnya berimbang dan critical thinking 👍,Positif,Positif,,,Positif
saras_tan2,Smoga trump menjadi Mentri pertahanan Amerika😊😊 dan smoga ndk demo bawa 15 contener bukti kecurangan ke MA 🤭🤭🤭,Netral,Netral,,,Netral
ddikabatrejunior,@pu.t.ra_ ehh tapi di Taiwan jg pada takut kalau Biden menang . Soal nya mereka takut Biden gak kaya Donal Trump yg bnr2 bantu jg Taiwan dr Tiongkok. Menurut netizen nya Taiwan si kalau Biden menang pasti Taiwan jg bakal banyak tekanan dr Tiongkok .,Negatif,Negatif,,,Negatif
laurentia7339,Entar ada sidang nuntut hasil pilpres yg saksinya palsu2 gak ya?,Netral,Netral,,,Netral
sobari513,Kalah2 aja om trup.....😂,Netral,Netral,,,Netral
laurentia7339,Salah sendiri ada doa ala neno warisman. Dah tau disini doa yg mengancam ga dikabulin eh dipake...kalahkan? Konsultannya sama ya?,Netral,Netral,,,Netral
caikim_lam,Dr kriteria ud dpt bedakan sifatnya,Positif,Positif,,,Positif
_vithaputry,Selamat joe biden👍semua adalah ketentuan Allah SWT.,Positif,Positif,,,Positif
theabimanyuofficial,Artikel keren mba nana👏,Positif,Positif,,,Positif
ideologyphilosophy,"Trump can't accept the fact that he lost !!! Soon secret agent going to escort him to go home !!! He is trespassing the white house !!! go home trump !!!!... Go home ... You are a loser !!! No matter Black, white , left, right, wrong or right . the winner is always on the TOP ..",Positif,Positif,,,Positif
fathuwildan,Trump diangkat jadi menteri pertahanan setelah kalah...,Netral,Netral,,,Netral
weirdopetto,a Kid-sniffer,Negatif,Negatif,,,Negatif
fabiantrizky,https://youtu.be/Zv48A1R7uaU,Netral,Netral,,,Netral
harisman1992,Hmm bakal ada demo 123 berjilid-jilid juga gak yah di emrika!,Netral,Netral,,,Netral
